Full Name,Fighter_Id,Nickname,Ht.,Wt.,Reach,Stance,W,L,D,Belt
Dom Mar Fan,530af2900b5a1693,Street Buddha,5.11,155.0,75.0,Orthodox,8,2,0,False
Cristiano Marcello,ff4c3ab594c7fac3,No Nickname,5.9,155.0,72.0,Orthodox,13,6,0,False
Daniel Marcos,850266b3dc4e506e,Soncora,5.7,135.0,69.0,Orthodox,17,1,0,False
Jose Maria,b35ba64b6a2bbcb3,No Chance,5.5,125.0,,Orthodox,37,7,0,False
Marcos Mariano,72e5e5a6edfa8223,Dhalsim,6.1,155.0,76.0,Switch,6,6,0,False
Enrique Marin,23a6e307077c6ccc,Wasabi,5.1,170.0,,Orthodox,10,4,0,False
Chepe Mariscal,e0c6edcb5b5d0b90,Machine Gun,5.7,145.0,69.0,Orthodox,18,6,0,False
Ronny Markes,bd21a1e3d41c97ee,No Nickname,6.1,185.0,75.0,Orthodox,17,5,0,False
Rory Markham,23a16ebe733e3041,No Nickname,6.0,170.0,71.0,Orthodox,17,6,0,False
Randa Markos,4a57ebb14315b251,Quiet Storm,5.4,115.0,63.0,Orthodox,11,12,1,False
Christina Marks,c7be22a47a58365a,No Nickname,5.7,125.0,69.0,Orthodox,8,9,0,False
Brendon Marotte,d7fe8c6b7d2872e5,The Kid,5.9,145.0,70.0,Orthodox,8,3,0,False
Nate Marquardt,a8e6a69796280f17,The Great,6.0,185.0,74.0,Orthodox,35,19,2,False
Danilo Marques,687c15b2eddfaa63,No Nickname,6.6,205.0,77.0,Orthodox,11,4,0,False
Julian Marquez,d0e1b42d41dab603,The Cuban Missile Crisis,6.2,185.0,72.0,Orthodox,9,6,0,False
Carmelo Marrero,aa03a3ca00ac6827,The Fury,6.0,205.0,73.0,Orthodox,16,6,0,False
Cesar Marscucci,e8efeb9cf33b1941,No Nickname,,,,Orthodox,3,2,0,False
John Marsh,b6b12014698cc345,No Nickname,6.0,265.0,,Orthodox,8,7,0,False
CJ Marsh,4c91eb190d5e0dd9,No Nickname,,,,Orthodox,5,7,0,False
Eliot Marshall,a08d909a5be6f410,Fire,6.2,205.0,77.0,Orthodox,10,4,0,False
Doug Marshall,0c1773639c795466,The Rhino,5.1,205.0,,Orthodox,18,8,0,False
David Marshall,0a2813f89a758ff7,No Nickname,6.2,170.0,,Orthodox,8,4,0,False
Francis Marshall,5d495dec23d7c68e,Fire,5.9,145.0,72.0,Orthodox,8,3,0,False
Jack Marshman,045f25b3a4c08e81,The Hammer,6.0,185.0,73.0,Orthodox,23,10,0,False
Terry Martin,6a92caba39b64752,No Nickname,5.8,185.0,71.0,Orthodox,23,11,0,False
Eric Martin,abbc4fc02e0d84b3,No Nickname,,,,Orthodox,0,1,0,False
Justin Martin,3da19339ee7051d5,No Nickname,6.0,185.0,,Orthodox,4,3,0,False
Dave Martin,92c96df8bdab5fea,No Nickname,6.0,205.0,,Orthodox,0,2,0,False
Joe Martin,325550dab63fb25a,No Nickname,5.9,170.0,,Orthodox,6,8,0,False
Anthony Rocco Martin,5331b25a60417ffb,No Nickname,6.0,170.0,73.0,Orthodox,17,6,0,False
Mallory Martin,19b7738321cfae42,No Nickname,5.4,115.0,63.0,Orthodox,7,5,0,False
Michal Martinek,9acf42aebe9bb895,No Nickname,6.2,230.0,,Southpaw,7,1,0,False
Adrian Luna Martinetti,e3b30b573e7f0d19,No Nickname,5.8,135.0,71.0,Orthodox,17,1,0,False
Rainy Martinez,577ec7e108b94be3,No Nickname,6.0,199.0,,Orthodox,0,2,0,False
Danny Martinez,8a9c6c4301f6d088,The Gremlin,5.6,125.0,67.0,Orthodox,21,8,0,False
Alonzo Martinez,feffee4fc6da3aa3,Zo Diddy,5.1,155.0,,Orthodox,42,20,1,False
Henry Martinez,76729a829623e266,Sicario,5.7,155.0,69.0,Southpaw,9,4,0,False
Jonathan Martinez,f2477cf43c4975cc,Dragon,5.8,135.0,70.0,Southpaw,19,6,0,False
Poppies Martinez,8851bb0418d27d28,The Tachi Kid,5.9,145.0,,Orthodox,29,11,0,False
Andrew Martinez,f8c2aba4815876b5,Mickey D,5.9,215.0,,Orthodox,9,6,0,False
Mana Martinez,c0386644627a7ee5,ManaBoi,5.1,135.0,70.0,Orthodox,10,4,0,False
Victor Martinez,3e708ce33b6b18e6,The Brick,5.8,155.0,70.0,Orthodox,13,6,0,False
Roque Martinez,2c5a0b8317f8f27a,No Nickname,5.1,250.0,72.0,Orthodox,15,8,2,False
Melissa Martinez,3f4c3bc822bea45d,Super Mely,5.2,115.0,66.0,Southpaw,8,2,0,False
Julieta Martinez,f77afa72da84c9a8,The Ninja Ferret,5.1,115.0,62.0,Orthodox,8,0,0,False
David Martinez,9a97acbfd5a08bfa,Doctor,5.5,135.0,67.0,Orthodox,13,1,0,False
Wagner da Conceicao Martins,563d051c9e769b24,Zuluzinho,6.7,390.0,,Orthodox,9,8,0,False
Adriano Martins,7dcf06c1967801c1,No Nickname,5.1,155.0,72.0,Southpaw,28,9,0,False
Lucas Martins,7413b80dbb0f8f9f,Mineiro,6.0,145.0,72.0,Southpaw,19,3,0,False
Max Martyniouk,69d3fa376ff2595e,Payne,,155.0,,Orthodox,1,1,0,False
Bristol Marunde,a17322f99ddfd8e9,No Nickname,6.1,170.0,75.0,Orthodox,16,10,0,False
Shoji Maruyama,c046100aea0dba9a,No Nickname,5.7,139.0,,Orthodox,12,9,1,False
Kazuma Maruyama,aa1a873d05acc7eb,Gluttony,5.11,155.0,72.0,Orthodox,11,7,0,False
Islem Masraf,6dedfe07640a9acc,Lightning,6.0,205.0,74.0,Southpaw,3,1,0,False
Mike Massenzio,5b2d7906aa894274,The Master of Disaster,6.2,185.0,73.0,Southpaw,13,9,0,False
Jameel Massouh,883922e5cd6d8473,No Nickname,5.1,145.0,72.0,Orthodox,26,9,0,False
Tiffany Masters,ca743f96dd2063d5,Rainbow Renegade,5.3,115.0,65.0,Orthodox,2,1,0,False
Jorge Masvidal,47b9e0e7703a4868,Gamebred,5.11,170.0,74.0,Orthodox,35,17,0,False
Al Matavao,eec3fe66a8b11a26,Sweetness,5.8,205.0,67.0,Orthodox,8,3,0,False
Tateki Matsuda,3a524c6700addc24,Tech,5.7,125.0,,Orthodox,13,8,0,False
Arisa Matsuda,4c33b3d37955aa85,No Nickname,5.3,115.0,64.0,Orthodox,7,0,0,False
Daijiro Matsui,cd42bbe8887bba90,No Nickname,5.9,200.0,,Orthodox,13,29,7,False
Toki Matsui,56cc76c55cee8410,No Nickname,5.6,125.0,65.0,Orthodox,6,1,0,False
Koichiro Matsumoto,2fb6f197d1fbc779,No Nickname,5.7,145.0,,Orthodox,15,3,1,False
Jean Matsumoto,ffd3224638c01b57,No Nickname,5.6,135.0,68.0,Orthodox,17,1,0,False
Koyomi Matsushima,5ad226da6c74a48e,No Nickname,5.7,145.0,66.0,Orthodox,13,6,0,False
Naoki Matsushita,990060b2a68a7b82,No Nickname,5.6,155.0,,Orthodox,12,16,11,False
AJ Matthews,18e4f61f16f458c6,No Nickname,5.11,185.0,,Orthodox,8,7,0,False
Jake Matthews,a845f0735bc67405,The Celtic Kid,5.11,170.0,73.0,Orthodox,22,8,0,False
Connor Matthews,36e78278a77006d4,The Controller,5.8,145.0,71.0,Switch,7,4,0,False
Claudio Mattos,6e2b1d631832921d,Popeye,,185.0,,Orthodox,5,4,0,False
John Matua,c933d423ebdbbbdb,No Nickname,6.2,400.0,,Orthodox,1,4,0,False
Francesco Maturi,d3b5ad3b15a64a18,No Nickname,,,,Orthodox,0,1,0,False
Vladimir Matyushenko,ccdd90bd1fc7dab6,The Janitor,6.0,205.0,74.0,Orthodox,27,8,0,False
Miranda Maverick,f29a6350c69f4a33,Fear The,5.3,125.0,65.0,Southpaw,17,6,0,False
Nick Maximov,12585614e0ed2626,No Nickname,6.0,185.0,76.0,Southpaw,8,2,0,False
Elaina Maxwell,a16ce18149021139,Beef,5.8,145.0,,Orthodox,7,4,0,False
Jeremy May,c32fdfe75cda5b22,No Nickname,6.1,185.0,,Orthodox,13,10,0,False
Jack May,2c6e81426dd7573c,The Outlaw,6.8,255.0,,Switch,9,3,0,False
Don'Tale Mayes,1a9480fc288e55d7,Lord Kong,6.6,260.0,81.0,Orthodox,11,9,0,False
Gray Maynard,7d96bc577e5178b2,No Nickname,5.9,155.0,70.0,Orthodox,13,7,1,False
Brooke Mayo,1b41c21d947d6f2f,The Bully,5.7,125.0,,Orthodox,0,1,0,False
Gina Mazany,016a8d958883167c,Danger,5.6,125.0,68.0,Southpaw,7,6,0,False
Sabina Mazo,70d2329a92864fdb,Colombian Queen,5.7,125.0,70.0,Orthodox,9,4,0,False
Francesco Mazzeo,7b3c13fe33556a21,No Nickname,6.3,205.0,75.0,Orthodox,4,1,0,False
Scott McAfee,7e7d81bf162a5ec1,No Nickname,5.8,155.0,,Orthodox,14,7,0,False
Bobby McAndrews,ef6f45095119d416,No Nickname,,,,Orthodox,1,3,0,False
Michael McBride,443f60bec7c3c3d5,No Nickname,6.1,155.0,,Orthodox,8,3,0,False
Ian McCall,701e057d63c124d9,Uncle Creepy,5.5,125.0,64.0,Orthodox,13,5,1,False
Molly McCann,51018a31ddf31eb2,Meatball,5.4,115.0,62.0,Orthodox,14,8,0,False
Charles McCarthy,da97d6c97d09c030,Chainsaw,5.1,185.0,71.0,Orthodox,10,5,0,False
Eric McConico,9508cc6184cb2450,No Nickname,6.0,185.0,77.0,Southpaw,10,3,1,False
Sean McCorkle,008dc37cca279def,No Nickname,6.7,265.0,81.0,Orthodox,17,7,0,False
Danni McCormack,2a9f9db24cd032ba,Mac,5.4,125.0,62.0,Southpaw,9,2,0,False
Paddy McCorry,b43620395f655046,No Nickname,6.3,185.0,73.0,Switch,7,1,0,False
Kris McCray,baed16f18348908e,Savage,6.0,170.0,76.0,Orthodox,8,5,0,False
Tamdan McCrory,eff47295daf721a6,The Barncat,6.4,185.0,76.0,Switch,14,5,0,False
Rob McCullough,11e3fd7546359fc5,Razor,5.9,155.0,69.0,Orthodox,19,8,0,False
Justin McCully,75f871836d41f90f,The Insane One,6.1,225.0,73.0,Orthodox,11,5,2,False
Robert McDaniel,5cafbc97dba2e797,Bubba,6.3,185.0,75.0,Southpaw,28,10,0,False
Michael McDonald,d52ef694108f8235,The Black Sniper,5.11,205.0,,Orthodox,1,1,0,False
Scott McDonald,08ae3100bf2100ed,No Nickname,,,,Orthodox,1,0,0,False
Michael McDonald,d0314416a7f26527,Mayday,5.9,135.0,70.0,Orthodox,17,4,0,False
Josh McDonald,b507a76087e3ed9f,No Nickname,,185.0,,Orthodox,9,5,0,False
Miles McDonald,a3f8356ace5e3eb5,No Nickname,5.7,115.0,,Orthodox,2,1,0,False
Justin McElfresh,49c29e57d4e2be6f,No Nickname,6.6,205.0,,Orthodox,6,4,0,False
Drew McFedries,1fd4fbdcc67de844,The Massacre,6.0,185.0,72.0,Southpaw,12,7,0,False
Liam McGeary,e4e0993befecdaf8,No Nickname,6.6,205.0,,Orthodox,12,2,0,False
Gan McGee,d90b630e0561818b,The Giant,6.1,265.0,,Orthodox,13,5,0,False
Court McGee,523fa774700d7d3f,The Crusher,5.11,170.0,75.0,Orthodox,23,14,0,False
Marcus McGhee,c0ac37a4a1133da9,The Maniac,5.8,135.0,69.0,Orthodox,10,2,0,False
Ryan McGillivray,1f9c371c93dfd3a9,The Kid,5.11,170.0,,Orthodox,12,0,1,False
Ryan McGivern,856ec65948b7d234,No Nickname,6.0,185.0,,Orthodox,13,7,0,False
Jack McGlaughlin,237187ed9f419285,No Nickname,,,,Orthodox,1,4,0,False
Conor McGregor,f4c49976c75c5ab2,The Notorious,5.9,155.0,74.0,Southpaw,22,6,0,False
Greg McIntyre,00a905a4a4a2b071,No Nickname,5.1,155.0,,Orthodox,6,4,0,False
Antonio McKee,3414b50b08a10600,Mandingo,5.8,155.0,,Southpaw,29,6,2,False
AJ McKee,f3ec0214794a699e,Mercenary,5.1,145.0,,Orthodox,8,0,0,False
Rhys McKee,f748267c4ab6c127,Skeletor,6.2,170.0,78.0,Orthodox,14,7,1,False
Cory McKenna,3351aa64aa83c4d9,Poppins,5.3,115.0,58.0,Orthodox,8,4,0,False
Tim McKenzie,9ca265dfe8323db3,No Nickname,6.0,185.0,74.0,Orthodox,14,9,0,False
Cody McKenzie,7be63795363029e8,No Nickname,6.0,155.0,72.0,Switch,16,10,0,False
Terrance McKinney,809bd1a871491508,T. Wrecks,5.1,155.0,73.0,Switch,17,7,0,False
Brian McLaughlin,6488729da7ac1c79,No Nickname,5.9,155.0,,Orthodox,6,2,0,False
Jason McLean,8336d7a85ce45481,No Nickname,5.5,145.0,,Orthodox,6,7,0,False
Garreth McLellan,f215cfbd4ba3c270,Soldier Boy,6.1,185.0,72.0,Southpaw,13,6,0,False
Sara McMann,7be74a12d7352df2,No Nickname,5.6,135.0,66.0,Orthodox,13,6,0,False
Tommy McMillen,6b0a6def604de298,Gun,6.0,145.0,74.0,Orthodox,9,0,0,False
James McSweeney,cac08b8685387ca5,The Hammer,6.4,230.0,77.0,Switch,15,15,0,False
Charles McTorry,acd8a53f7c0ce85e,No Nickname,,,,Orthodox,3,0,0,False
Jackson McVey,3eeec2f53cebdf12,The Moose,6.4,185.0,77.0,Southpaw,6,1,0,False
Daniel McWilliams,7b03d9df5910917d,The Animal,6.1,185.0,,Orthodox,15,37,0,False
Tim Means,4b47e71384a9522f,The Dirty Bird,6.2,170.0,75.0,Orthodox,33,17,1,False
Yancy Medeiros,813550bc53b15fb0,No Nickname,5.1,155.0,75.0,Orthodox,15,8,0,False
Anistavio Medeiros,2937cb502dda0808,Gasparzinho,5.6,145.0,,Orthodox,19,10,0,False
Kaline Medeiros,263af068bd986548,The Dark Angel,5.3,115.0,,Orthodox,8,5,0,False
MarQuel Mederos,e2be0c1a9b886d92,No Nickname,5.1,155.0,69.0,Orthodox,11,1,0,False
Uros Medic,681399317dbf4701,The Doctor,6.1,170.0,71.0,Southpaw,11,3,0,False
Todd Medina,b60391da771deefe,El Tiburon,5.1,193.0,,Southpaw,11,9,0,False
Jason Medina,f53fb9d9e57cc38e,No Nickname,5.9,180.0,,Orthodox,21,15,1,False
Emil Meek,103b06d8707895a9,Valhalla,5.11,170.0,74.0,Switch,9,5,1,False
Sanford Alton Meeks,27c59ac201539d10,No Nickname,6.5,265.0,75.0,Orthodox,1,1,0,False
Gerald Meerschaert,6ac9bc2953c47345,GM3,6.1,185.0,77.0,Southpaw,37,20,0,False
Frank Megallon,c0a93b52096b7682,No Nickname,5.1,185.0,,Southpaw,2,3,0,False
Derrick Mehmen,6c7dafd03b6cc3f8,Caveman,6.4,205.0,,Orthodox,19,9,0,False
Miika Mehmet,41dca66f9dadfc86,No Nickname,,205.0,,Orthodox,3,5,0,False
Jordan Mein,2aa49b3766a59bcd,Young Gun,6.0,170.0,73.0,Orthodox,31,12,0,False
Bryce Mejia,6eae26c44e505775,No Nickname,6.1,170.0,,Orthodox,3,1,0,False
Brian Melancon,eee7dafac7d672b5,No Nickname,5.8,170.0,,Orthodox,7,3,0,False
Brandon Melendez,2b06b6ad5db63348,The Murderer,5.11,155.0,,Southpaw,25,25,0,False
Gilbert Melendez,aa5b4eff51bdc7d1,El Nino,5.9,145.0,73.0,Orthodox,22,8,0,False
Nair Melikyan,64b8561624d3b15e,Ahalkalakski,5.6,155.0,,Orthodox,11,0,0,False
Marcelo Mello,672ef06fd9f41f7d,No Nickname,5.7,170.0,,Southpaw,1,0,0,False
Fabio Mello,8a028648f3f0761d,No Nickname,5.5,155.0,,Southpaw,11,8,0,False
Vanessa Melo,9b7dfb3b7d99926a,No Nickname,5.5,135.0,65.0,Orthodox,11,8,0,False
Antonio Mendes,3795fca327cbcf23,Samurai,6.3,205.0,77.0,Southpaw,18,13,0,False
Chad Mendes,b5b684eac99ae0a3,Money,5.6,145.0,66.0,Orthodox,18,5,0,False
Augusto Mendes,3d5b1ce6097dbb49,Tanquinho,5.6,135.0,65.0,Orthodox,6,2,0,False
Eddie Mendez,49e49b54e5901d0d,No Nickname,5.1,185.0,,Orthodox,8,3,1,False
Mateus Mendonca,48812daf291a4e23,Bocao,5.6,125.0,71.0,Orthodox,10,3,0,False
Luis Mendoza,28200bc87367614f,No Nickname,,155.0,,Orthodox,0,1,0,False
Pietro Menga,869d68b5383131fd,No Nickname,5.7,125.0,68.0,Southpaw,13,0,0,False
Alonzo Menifield,a495f599e787614f,Atomic,6.0,205.0,76.0,Orthodox,17,5,1,False
Ivan Menjivar,5755960ebd0b16f6,The Pride of El Salvador,5.6,145.0,64.0,Orthodox,25,12,0,False
Dave Menne,275cafc9de131c83,The Warrior,5.1,170.0,,Orthodox,45,17,2,False
Steve Mensing,3bc27ec15facbcf3,The Machine,5.11,185.0,,Orthodox,9,13,2,False
Buck Meredith,36120738148f203f,No Nickname,6.2,185.0,,Orthodox,3,3,0,False
Adam Meredith,c1135a6892e916db,No Nickname,6.2,170.0,,Orthodox,5,3,0,False
Nick Meregali,2f6dc878d653c442,No Nickname,,,,Orthodox,0,0,0,False
Joe Merritt,e82d5f54daa85a7e,No Nickname,6.0,170.0,,Orthodox,7,2,0,False
Bia Mesquita,eff9074bc066f0f2,No Nickname,5.4,135.0,67.0,Orthodox,6,0,0,False
Jeremiah Metcalf,5bdcbd8dd681a257,No Nickname,6.1,185.0,,Orthodox,13,7,0,False
Jonathan Meunier,5823ceab56741617,District,6.3,170.0,,Switch,8,1,0,False
Yaotzin Meza,3623bd267a2eef2e,No Nickname,5.9,145.0,71.0,Orthodox,21,11,0,False
Guy Mezger,946f341df6472ee0,No Nickname,6.1,200.0,,Orthodox,30,14,2,False
David Mgoyan,8f003ef7e0d9a139,No Nickname,5.9,145.0,70.0,Orthodox,7,1,0,False
Jonathan Micallef,f782f953bfe7b5f2,The Captain,6.0,170.0,77.0,Southpaw,8,1,0,False
Brandon Michaels,f5e4ce11afbdfb61,No Nickname,5.9,185.0,,Orthodox,4,14,0,False
Andreas Michailidis,79325a3c1a5c3bf4,The Spartan,6.0,170.0,76.0,Orthodox,13,6,0,False
David Michaud,49f4b511932f71e9,BullDawg,5.9,155.0,,Orthodox,11,3,0,False
Chris Mickle,f903967fd320da38,No Nickname,5.9,145.0,,Orthodox,30,21,2,False
Zachary Micklewright,a36a14985a57a1c6,No Nickname,6.0,155.0,74.0,Southpaw,15,3,0,False
Kristof Midoux,5b5b9c6f6f270369,The Hurricane,6.1,220.0,,Orthodox,6,10,0,False
Keith Mielke,f62850b3c7480db9,No Nickname,5.8,185.0,,Orthodox,0,5,0,False
Chris Mierzwiak,2b284840ca89876a,No Nickname,6.1,185.0,,Orthodox,5,3,0,False
Gabriel Miglioli,a6fa5dd90528e9f7,Biel,5.8,170.0,,Orthodox,9,9,0,False
Bojan Mihajlovic,d6285cba1d1052e0,No Nickname,5.11,205.0,73.0,Orthodox,10,6,0,False
Billy Miles,3c48019bc387b80c,The Kid,5.1,170.0,,Orthodox,2,2,0,False
Pat Miletich,cedfdf8d423d500c,The Croatian Sensation,5.1,170.0,,Orthodox,29,7,2,False
Curtis Millender,f1928a52590c5532,Curtious,6.2,170.0,76.0,Orthodox,17,5,0,False
Phillip Miller,18aecaf50f52e4c3,No Nickname,5.11,185.0,,Orthodox,16,0,0,False
Jason Miller,b2f88c04c4dd43ce,Mayhem,6.1,185.0,,Orthodox,23,10,0,False
Dan Miller,d0c29452d3272603,No Nickname,6.1,185.0,74.0,Orthodox,14,8,0,False
Jim Miller,d1941565abf50b16,A-10,5.8,155.0,71.0,Southpaw,38,19,0,False
Cole Miller,282fa667ff9c51ed,Magrinho,6.1,145.0,73.0,Orthodox,21,11,0,False
Henry Miller,45a2ba3ef82b9700,Sentoryu,5.7,270.0,,Southpaw,6,16,0,False
Micah Miller,3ff0d0dc7a14bb50,Maverick,6.0,145.0,,Orthodox,20,8,0,False
Aaron Miller,a4d055f1435d6d75,Blood Spiller,5.9,145.0,,Orthodox,14,10,0,False
Mo Miller,39019970ac8543e9,Moshow,5.8,135.0,72.0,Orthodox,6,0,0,False
Juliana Miller,aa0c573da7119292,Killer,5.7,125.0,66.0,Orthodox,5,3,0,False
Ty Miller,0859524157a19045,Thriller,6.2,170.0,77.0,Orthodox,6,0,0,False
Trent Miller,2b6a37a97541a4fd,The Terminator,5.9,185.0,72.0,Orthodox,8,3,0,False
Eddy Millis,f2c934689243fe4e,No Nickname,6.1,185.0,,Orthodox,0,2,0,False
Che Mills,6cadfd8f1d9e7685,Beautiful,6.1,170.0,76.0,Orthodox,16,10,0,False
Adam Milstead,72ffecf712673af1,The Prototype,6.3,205.0,76.0,Orthodox,8,4,0,False
Alberto Mina,4b1d46a1b5c0fd11,Soldier of God,6.0,170.0,77.0,Orthodox,13,1,0,False
Vitaly Minakov,56c975c4a2b357a5,No Nickname,6.2,249.0,,Orthodox,20,0,0,False
Mario Mingaj,1ccaeae54725d897,No Nickname,6.3,185.0,78.0,Orthodox,7,1,0,False
Darrick Minner,34e516ab361afb1c,No Nickname,5.7,145.0,69.0,Orthodox,26,14,0,False
Mike Minniger,c8aa3541bec4042e,No Nickname,,,,Orthodox,0,0,0,False
Ikuhisa Minowa,ce6065baef021cf3,Minowaman,5.9,181.0,,Orthodox,60,42,8,False
Carlton Minus,40d8b74488743800,Clutch,5.1,170.0,75.0,Orthodox,10,3,0,False
Stipe Miocic,d28dee5c705991df,No Nickname,6.4,240.0,80.0,Orthodox,20,5,0,False
Frank Mir,1ff9589f9065a9ed,No Nickname,6.3,264.0,79.0,Southpaw,18,11,0,False
Juan Miranda,be8ad887e4d674b0,No Nickname,,155.0,,Orthodox,7,5,0,False
Mario Miranda,df2bf09c99594848,No Nickname,6.3,185.0,74.0,Orthodox,14,7,0,False
Vitor Miranda,4bcb6eb12b4ad4aa,Lex Luthor,6.1,185.0,77.0,Orthodox,12,5,0,False
Gabriel Miranda,b909a9a9688b5284,Fly,5.11,145.0,71.0,Orthodox,17,8,0,False
Damir Mirenic,992c82450d96f726,Wolf,6.0,185.0,,Orthodox,9,4,0,False
Kazuo Misaki,5e7a28f20927d64a,Hitman,5.8,183.0,,Orthodox,25,11,2,False
Toby Misech,3f87218a7aca84c4,2 Quick,5.8,145.0,,Southpaw,9,5,0,False
Dokonjonosuke Mishima,b14a68c533f4a4aa,No Nickname,5.7,155.0,,Southpaw,21,7,2,False
Felix Lee Mitchell,6cbb7661c3258617,No Nickname,,,,Orthodox,2,7,0,False
David Mitchell,8f3df4c579cfbb69,Daudi,6.0,170.0,75.0,Orthodox,22,7,0,False
Danny Mitchell,c06d554ce1713fd3,The Cheesecake Assassin,6.2,170.0,,Orthodox,19,9,1,False
Brad Mitchell,7263e0dc082adc87,No Nickname,5.11,145.0,,Orthodox,4,2,0,False
Clay Mitchell,3d960455f880bb25,No Nickname,6.2,185.0,,Orthodox,1,2,0,False
Bryce Mitchell,d9c6f19f958643e9,Thug Nasty,5.1,135.0,70.0,Southpaw,18,4,0,False
Maurice Mitchell,568bebed6366b667,The AK Kid,5.9,145.0,,Orthodox,11,2,0,False
Terrence Mitchell,f3ca6908f78efebe,No Nickname,5.1,135.0,74.0,Orthodox,14,4,0,False
Roman Mitichyan,2961be02cfb0d2c1,No Nickname,5.1,170.0,,Orthodox,8,3,0,False
Matt Mitrione,ba280572acfba13f,No Nickname,6.3,265.0,82.0,Switch,12,5,0,False
Eiji Mitsuoka,2b4faacc16d66898,No Nickname,5.7,145.0,,Southpaw,18,9,2,False
Hiromitsu Miura,509697e08673d2e5,No Nickname,5.9,170.0,71.0,Orthodox,12,7,0,False
Jonathan Mix,f64e4ecd214c6378,No Nickname,6.0,168.0,,Orthodox,7,4,0,False
Patchy Mix,2cfba6c837c03ed0,No Love,5.11,135.0,70.0,Southpaw,20,3,0,False
Tomoya Miyashita,c9885b1b7c7055a0,No Nickname,5.7,139.0,,Southpaw,17,9,7,False
Kazuyuki Miyata,af70d268e5352186,No Nickname,5.8,139.0,,Orthodox,15,9,0,False
Motoki Miyazawa,9649d75defe0dedb,No Nickname,5.11,168.0,,Southpaw,7,3,0,False
Takeya Mizugaki,48e093ea1f43a053,No Nickname,5.7,135.0,69.0,Orthodox,21,11,2,False
 Mizuki,43a59ce3bb40449e,No Nickname,5.3,115.0,65.0,Orthodox,15,6,0,False
Tatsuya Mizuno,478c8706bdb92440,No Nickname,6.1,205.0,,Southpaw,16,12,1,False
Roxanne Modafferi,4498b382c65a7faa,The Happy Warrior,5.7,125.0,69.0,Orthodox,25,21,0,False
Bobby Moffett,d76ad9a08c4408ff,The Wolfman,5.1,145.0,73.0,Orthodox,13,5,0,False
Bronson Mohika,65239fccecd03404,No Nickname,,135.0,,Orthodox,1,1,0,False
Nate Mohr,04c15b52c3cc1cab,No Nickname,5.9,155.0,72.0,Orthodox,9,7,0,False
Renato Moicano,b6452706b373eea1,No Nickname,5.11,155.0,72.0,Orthodox,20,7,1,False
Thiago Moises,d945aae53e3e54e6,No Nickname,5.9,155.0,70.0,Orthodox,19,9,0,False
Muhammad Mokaev,75353550928a7921,The Punisher,5.7,125.0,70.0,Orthodox,13,0,0,False
Ashkan Mokhtarian,e9bc5748e6a76bb6,The Assassin,5.6,125.0,67.0,Southpaw,13,3,0,False
Suman Mokhtarian,192520689012c7e4,No Nickname,5.8,145.0,72.0,Orthodox,8,5,0,False
Dan Molina,606136dee6f6ecea,No Nickname,5.1,216.0,,Orthodox,13,9,0,False
Jeff Molina,008ea710276c9606,El Jefe,5.6,125.0,69.0,Orthodox,11,2,0,False
Rudyard Moncayo,02d276b7d62b3472,No Nickname,5.1,195.0,,Orthodox,0,3,0,False
Hidetaka Monma,a8e133139286df84,No Nickname,6.0,168.0,,Orthodox,18,11,4,False
Jeff Monson,cbfd1d34356a004c,The Snowman,5.9,247.0,74.0,Orthodox,60,26,1,False
Darrell Montague,bffeb123b21c9aad,Mongoose,5.6,125.0,67.0,Southpaw,13,5,0,False
Michelle Montague,ca80d72da81d7224,The Wild One,5.9,135.0,68.0,Southpaw,7,0,0,False
Andrew Montanez,72c9c2eadfc3277e,No Nickname,,185.0,,Orthodox,9,12,1,False
Jose Montanha,4e30f2761b6bd3b5,No Nickname,,265.0,,Orthodox,6,1,0,False
Augusto Montano,94508d80e1f885fc,Dodger,6.1,170.0,73.0,Orthodox,15,3,0,False
Erick Montano,8163cd7de0342652,Perry,6.0,170.0,73.0,Orthodox,7,5,0,False
Nicco Montano,1de9ad94de18eeaf,No Nickname,5.5,135.0,65.0,Southpaw,5,3,0,False
Antonio Monteiro,3e38b1ea16bd4d86,Junior Negao,5.7,145.0,70.0,Orthodox,17,5,1,False
Sofia Montenegro,8b1b051038354655,La Bruja,5.6,125.0,67.0,Orthodox,6,2,0,False
Alberto Montes,a112097ad877a48f,The Promise,5.7,145.0,69.0,Orthodox,11,1,0,False
Steve Montgomery,6e92eb1242b46636,The Creepy Weasel,6.4,185.0,,Southpaw,9,5,0,False
James Moontasri,c06a9b48d4132c8e,Moon Walker,5.1,170.0,71.0,Switch,9,5,0,False
Homer Moore,e56df3c1d8b4b1cc,The Rock,5.1,205.0,,Orthodox,26,9,2,False
Todd Moore,e31502e3f79d00c5,No Nickname,5.9,170.0,71.0,Southpaw,16,7,0,False
Nate Moore,518e5202a91980d4,No Nickname,6.0,170.0,,Orthodox,8,4,0,False
Dustin Moore,831de97afe326478,No Nickname,5.4,125.0,,Orthodox,0,2,0,False
Taylor Moore,26927dab41dbd5fc,No Nickname,5.1,135.0,70.0,Southpaw,10,5,0,False
Sergio Moraes,1bcaac2d99b90fce,The Panther,6.0,170.0,72.0,Orthodox,14,6,1,False
Marlon Moraes,fea79f9bc8c68769,Magic,5.6,135.0,67.0,Orthodox,23,10,1,False
